date,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,district,fed_state,mean_incidence,num_of_entries
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Mainz-Bingen,Rheinland-Pfalz,24.18333815419486,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,10.000952676957592,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,16.596408537192552,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,18.074744087564326,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,32.718633973322454,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,52.91883407859111,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,92.05926204916194,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,59.27288763283053,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,60.505763695593416,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,51.94939307197414,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,49.20966848805665,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,106.72767336225364,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,129.4519865901019,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,276.3132670335038,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,1468.6441470270527,67
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,1470.1783613391142,9
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,932.3388133093713,5
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,861.5906946308248,8
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,444.0250558350601,15
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,299.954681643627,7
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,392.0440505563485,9
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Mainz-Bingen,Rheinland-Pfalz,530.5913361467872,97
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,1079.9520126701725,22
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Mainz-Bingen,Rheinland-Pfalz,232.60261717459582,30
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Mainz-Bingen,Rheinland-Pfalz,12.328760627628752,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Mainz-Bingen,Rheinland-Pfalz,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,SK Chemnitz,Sachsen,,0
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,SK Chemnitz,Sachsen,1.6178808188094826,3
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,SK Chemnitz,Sachsen,5.258112661130818,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,SK Chemnitz,Sachsen,11.325165731666376,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,SK Chemnitz,Sachsen,16.583278392797194,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,SK Chemnitz,Sachsen,17.796689006904305,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,SK Chemnitz,Sachsen,19.98082811229711,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,SK Chemnitz,Sachsen,26.93771563317788,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,SK Chemnitz,Sachsen,10.635187147174097,17
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,SK Chemnitz,Sachsen,,0
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,SK Chemnitz,Sachsen,1.8201159211606677,2
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,SK Chemnitz,Sachsen,2.022351023511853,1
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,SK Chemnitz,Sachsen,,0
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,SK Chemnitz,Sachsen,0.8089404094047412,2
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,SK Chemnitz,Sachsen,1.2134106141071117,3
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,SK Chemnitz,Sachsen,1.6178808188094824,1
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,SK Chemnitz,Sachsen,0.8898344503452152,5
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,1.4830574172420257,3
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,1.348234015674569,6
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,3.9638080060832315,5
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,2.103245064452327,5
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,3.190820503763146,9
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,12.455303068334766,34
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,57.261424694292764,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,101.04401113837403,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,SK Chemnitz,Sachsen,175.49512770697305,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,SK Chemnitz,Sachsen,212.68746395691497,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,SK Chemnitz,Sachsen,336.78885711550726,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,SK Chemnitz,Sachsen,397.5942112224303,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,SK Chemnitz,Sachsen,476.20851100912745,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,SK Chemnitz,Sachsen,372.96646986944154,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,SK Chemnitz,Sachsen,321.3920246565037,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,SK Chemnitz,Sachsen,99.69720231721921,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,SK Chemnitz,Sachsen,45.70513313136788,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,SK Chemnitz,Sachsen,65.52417316178405,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,SK Chemnitz,Sachsen,106.73755823040453,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,SK Chemnitz,Sachsen,264.01632107897757,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,SK Chemnitz,Sachsen,45.70513313136788,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,SK Chemnitz,Sachsen,29.189266439354412,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,SK Chemnitz,Sachsen,20.627980439820902,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,SK Chemnitz,Sachsen,4.728624393156805,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,6.8759934799403,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,10.635187147174099,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,19.953863431983617,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,23.70195399555892,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,27.792881208834324,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,32.88342764230273,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,30.213924291267084,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,59.95147256366249,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,123.38588300115094,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,330.88774053920855,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,552.9107698281407,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,SK Chemnitz,Sachsen,652.2544302488244,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,SK Chemnitz,Sachsen,1387.661067802513,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,SK Chemnitz,Sachsen,1056.1222632534775,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,SK Chemnitz,Sachsen,527.8336171365936,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,SK Chemnitz,Sachsen,500.58243709477136,8
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,SK Chemnitz,Sachsen,291.8926643935441,18
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,SK Chemnitz,Sachsen,120.32988589895524,6
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,SK Chemnitz,Sachsen,125.28464590655929,8
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,SK Chemnitz,Sachsen,312.6735249404996,112
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,SK Chemnitz,Sachsen,519.3397428378439,23
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,SK Chemnitz,Sachsen,167.0789894235414,37
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,SK Chemnitz,Sachsen,9.302814708154523,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,SK Chemnitz,Sachsen,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,SK Chemnitz,Sachsen,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,SK Chemnitz,Sachsen,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,SK Chemnitz,Sachsen,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,SK Chemnitz,Sachsen,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,SK Chemnitz,Sachsen,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,SK Chemnitz,Sachsen,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SK Chemnitz,Sachsen,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,SK Rosenheim,Bayern,0.0,1
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,SK Rosenheim,Bayern,3.158360179394858,2
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,SK Rosenheim,Bayern,,0
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,SK Rosenheim,Bayern,28.425241614553723,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,SK Rosenheim,Bayern,41.05868233213316,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,SK Rosenheim,Bayern,67.90474385698946,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,SK Rosenheim,Bayern,120.49144084391386,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,SK Rosenheim,Bayern,114.64847451203335,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,SK Rosenheim,Bayern,116.78036763312488,20
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,SK Rosenheim,Bayern,104.22588592003032,1
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,SK Rosenheim,Bayern,67.37835049375697,3
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,SK Rosenheim,Bayern,41.05868233213316,1
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,SK Rosenheim,Bayern,,0
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,SK Rosenheim,Bayern,49.27041879855979,5
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,SK Rosenheim,Bayern,28.425241614553723,4
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,SK Rosenheim,Bayern,16.581390941823006,2
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,SK Rosenheim,Bayern,6.514117870001895,8
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Rosenheim,Bayern,5.188734580434409,7
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,SK Rosenheim,Bayern,8.039462274823276,11
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Rosenheim,Bayern,18.555366053944795,4
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,SK Rosenheim,Bayern,26.109110816330826,15
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,SK Rosenheim,Bayern,40.35682451448986,9
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,SK Rosenheim,Bayern,42.12569590625306,37
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,SK Rosenheim,Bayern,82.56855897560844,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,SK Rosenheim,Bayern,207.1597154030355,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,SK Rosenheim,Bayern,273.373619972066,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,SK Rosenheim,Bayern,233.1368500842784,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,SK Rosenheim,Bayern,228.77055566083422,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,SK Rosenheim,Bayern,194.23915103278375,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,SK Rosenheim,Bayern,195.67476929614506,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,SK Rosenheim,Bayern,193.71275766955125,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,SK Rosenheim,Bayern,153.4963047185901,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,SK Rosenheim,Bayern,105.87851624645785,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,SK Rosenheim,Bayern,50.53376287031773,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,SK Rosenheim,Bayern,58.42966331880488,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,SK Rosenheim,Bayern,142.2093228143316,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,SK Rosenheim,Bayern,130.52048773102402,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,SK Rosenheim,Bayern,44.21704251152802,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,SK Rosenheim,Bayern,34.47876529172721,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,SK Rosenheim,Bayern,28.425241614553723,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,SK Rosenheim,Bayern,9.848341286658515,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,SK Rosenheim,Bayern,11.054260627882003,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,37.52875036692714,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,127.38719390225928,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,191.71246288926787,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,207.2109874838698,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,193.92331501484432,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,132.17737350767482,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,164.0592648741218,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,282.4100393742236,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,368.31338707404655,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,SK Rosenheim,Bayern,509.75933295433015,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,SK Rosenheim,Bayern,608.7964842939259,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,SK Rosenheim,Bayern,2063.187343855708,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,SK Rosenheim,Bayern,1087.7589855347105,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,SK Rosenheim,Bayern,666.6771945339312,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,SK Rosenheim,Bayern,751.0975301623397,8
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,SK Rosenheim,Bayern,506.2665581677052,17
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,SK Rosenheim,Bayern,238.06139852188744,8
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,SK Rosenheim,Bayern,198.40244399653156,11
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,SK Rosenheim,Bayern,450.0043969327988,102
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,SK Rosenheim,Bayern,499.2702525690767,19
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,SK Rosenheim,Bayern,125.56874410200163,33
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,SK Rosenheim,Bayern,17.37098098667172,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,SK Rosenheim,Bayern,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,SK Rosenheim,Bayern,47.37540269092287,1
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,SK Rosenheim,Bayern,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,SK Rosenheim,Bayern,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,SK Rosenheim,Bayern,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,SK Rosenheim,Bayern,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,SK Rosenheim,Bayern,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SK Rosenheim,Bayern,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Germersheim,Rheinland-Pfalz,0.0,1
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Germersheim,Rheinland-Pfalz,3.0989734650397054,3
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Germersheim,Rheinland-Pfalz,6.972690296339337,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Germersheim,Rheinland-Pfalz,14.720123958938602,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Germersheim,Rheinland-Pfalz,17.81909742397831,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Germersheim,Rheinland-Pfalz,15.494867325198529,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Germersheim,Rheinland-Pfalz,22.123227236533452,9
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Germersheim,Rheinland-Pfalz,25.30828329782426,3
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Germersheim,Rheinland-Pfalz,13.558008909548713,14
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Germersheim,Rheinland-Pfalz,5.035831880689521,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Germersheim,Rheinland-Pfalz,,0
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Germersheim,Rheinland-Pfalz,0.7747433662599263,1
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Germersheim,Rheinland-Pfalz,,0
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Germersheim,Rheinland-Pfalz,1.5494867325198527,2
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Germersheim,Rheinland-Pfalz,2.324230098779779,1
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Germersheim,Rheinland-Pfalz,,0
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Germersheim,Rheinland-Pfalz,3.873716831299632,1
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,10.94325004842146,8
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,6.30862455383083,7
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,5.616889405384466,4
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,14.438399098480447,11
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,17.586674414100333,10
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,17.50920007747434,30
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,32.42854375916549,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,90.6449738524114,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Germersheim,Rheinland-Pfalz,182.322938859836,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Germersheim,Rheinland-Pfalz,170.11733284402172,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Germersheim,Rheinland-Pfalz,153.60578475046808,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Germersheim,Rheinland-Pfalz,174.31725740848344,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Germersheim,Rheinland-Pfalz,164.80904336802072,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Germersheim,Rheinland-Pfalz,117.933156864011,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Germersheim,Rheinland-Pfalz,104.1255084253341,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Germersheim,Rheinland-Pfalz,88.41083019156882,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Germersheim,Rheinland-Pfalz,120.0852217702886,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Germersheim,Rheinland-Pfalz,109.08386596939764,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Germersheim,Rheinland-Pfalz,117.72021570486353,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Germersheim,Rheinland-Pfalz,132.87463607045245,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Germersheim,Rheinland-Pfalz,18.690683711020725,8
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Germersheim,Rheinland-Pfalz,27.116017819097422,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Germersheim,Rheinland-Pfalz,,0
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Germersheim,Rheinland-Pfalz,14.046434075234318,46
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Germersheim,Rheinland-Pfalz,24.01704435405772,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Germersheim,Rheinland-Pfalz,42.146039124539996,15
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Germersheim,Rheinland-Pfalz,76.31222157660275,2
